StationTime,Attractiveness,Closeness Centrality,Degree Centerality,Betweenness Centrality
11488,32.67479519,650.2811142,3,492
11490,8.85800952,658.3355426,2,202
11491,5.94020421,661.7435905,3,235
11492,9.5038797,664.2653954,3,235
11493,12.57723872,667.0730852,3,235
11495,12.18425526,675.1711486,2,187
11497,11.98479835,679.9047992,2,187
11499,8.86251383,683.1699047,2,187
11500,10.25551111,685.1379959,5,329
11501,10.25551111,688.2797195,5,388
11502,8.04650458,688.0224232,3,278
11504,5.3442474,687.2114131,3,211
11505,5.3442474,687.0744894,3,211
11506,2.11343775,686.9465935,1,138
11507,4.36520903,682.0594679,1,138
11514,68.55257685,639.6973576,4,876
11515,51.10946769,637.5441935,5,1138
11516,27.56050152,632.906841,3,1306
11517,12.80741339,630.6227718,3,1044
11518,14.28647419,626.2201457,2,782
11520,12.30515028,621.5331395,2,782
11522,14.52904126,619.4687502,3,573
11524,15.58344433,615.2842994,2,259
11525,14.71819856,613.540402,1,154
11526,12.41600205,611.1404743,1,154
11528,3.60603643,603.8428883,1,154
11529,3.1991685,600.3265051,1,154
11530,3.33421994,598.74812,1,154
11538,4.65633898,585.6305212,2,292
11541,6.82389962,584.7668481,0,0
11544,14.52904126,619.543983,3,573
11545,12.30515028,622.3230843,2,782
11546,13.6581358,626.8656435,2,782
11547,12.80741339,631.2562324,3,1306
11548,27.56050152,633.5583574,3,1306
11549,51.10946769,638.186682,5,1138
11550,68.55257685,640.4466767,4,799
11551,15.58344433,615.3730741,3,573
11552,12.41600205,613.2831057,1,154
11559,6.24068844,641.1267816,1,92
11561,5.20511397,638.7810215,3,278
11562,5.0387666,636.4277381,2,230
11563,3.72666723,633.4996758,2,230
11564,4.23431232,631.1749809,3,492
11567,7.22915852,624.1482332,3,754
11569,9.46253706,619.7155139,3,754
11573,25.53803277,611.2789027,5,644
11574,7.22915852,624.4160621,3,754
11576,5.00993186,629.5755306,3,492
11578,3.72666723,633.5824319,2,230
11579,5.0387666,636.0079388,2,230
11580,5.20511397,638.3642315,3,278
11582,6.24068844,641.2652101,2,140
11608,5.00993186,629.2294595,3,377
11609,5.00993186,629.2354781,3,377
11610,5.00993186,629.0985544,3,377
11611,5.00993186,629.0323495,3,377
11631,14.06845032,615.4648582,5,1021
11633,20.06043365,612.6361032,5,1021
11634,17.50028492,612.7308966,5,1021
11637,20.42833077,599.6388769,5,869
11652,6.20092221,583.6443741,1,69
11653,6.20092221,582.4797696,1,69
11654,6.20092221,583.0515393,1,138
11655,6.51276638,581.8252439,1,138
11666,5.05848439,579.5246235,1,262
11672,22.13156477,600.2407397,6,880
11675,3.73897656,602.5458741,1,154
11676,3.60603643,603.7887207,1,154
11682,10.25551111,691.7765422,5,465
11685,6.45161602,698.5565262,1,154
11686,6.45161602,701.6862125,1,154
11687,5.19107004,704.7542079,1,154
11688,4.17206263,707.157145,2,221
11689,4.17206263,714.6277665,2,221
11690,2.47139967,722.0366971,1,154
11691,3.08467485,725.7396577,1,154
11692,2.58880786,731.4046909,1,154
11694,2.58880786,734.8774391,1,154
11695,3.24601846,736.7883533,1,154
11697,2.66033917,740.0970938,1,154
11699,2.18954736,758.4358521,2,83
11700,1.69948721,759.7644642,1,77
11701,1.69948721,759.6034659,1,77
11702,0.99220977,759.2333203,1,77
11703,0.99220977,757.7015796,1,77
11704,2.47701055,753.735304,1,77
11705,2.47701055,750.5544593,1,77
11706,2.11859394,745.9456952,1,77
11707,1.66770517,745.7154827,1,77
11708,2.77077237,745.1783202,1,77
11709,2.77077237,745.5138587,1,77
11710,3.34658179,745.7967342,1,77
11711,4.90420966,745.9366673,1,77
11713,3.1562439,742.9408954,2,160
11714,2.66033917,739.9421142,1,154
11715,3.24601846,737.7453151,1,154
11716,2.58880786,735.9487548,1,154
11717,2.58880786,734.3447905,1,154
11718,2.58880786,731.5837451,1,154
11719,3.08467485,725.7863021,1,154
11720,2.47139967,723.2058155,1,154
11721,4.17206263,714.138753,2,221
11722,4.17206263,710.4974833,2,221
11723,4.17206263,707.2203406,2,221
11724,5.19107004,704.8640479,1,154
11725,6.45161602,700.5712617,1,154
11727,10.25551111,691.8487657,5,465
11728,10.25551111,684.6249079,5,329
11729,8.86251383,682.7350589,2,187
11731,12.18425526,678.910221,2,187
11733,13.45024378,674.8822545,2,187
11736,1.78498989,613.4666738,1,62
11739,2.86842511,623.1024966,1,62
11740,2.69030605,648.826111,1,62
11742,2.36144017,597.8543538,1,62
11743,3.44340987,593.9964136,1,62
11744,7.06355165,592.4180285,1,62
11747,1.98541798,623.1822434,1,62
11749,8.04650458,691.8231865,3,280
11753,2.11343775,686.9044631,1,138
11756,8.51139244,674.2638405,3,78
11759,20.06043365,612.4856375,5,1021
11760,7.80030311,615.4121952,5,1021
11761,17.2755825,615.8334991,5,644
11762,14.90037054,615.913246,2,277
11763,10.81864554,616.1434585,2,277
11764,6.4142318,616.4774923,2,277
11765,6.01241649,616.6625651,1,210
11766,6.11183317,616.939422,1,210
11767,14.93373382,617.4299401,3,601
11768,14.93373382,617.7925624,3,601
11779,4.85343816,665.1155266,1,138
11784,4.36520903,681.8623579,1,138
11798,17.9110896,617.7489274,3,601
11799,14.93373382,617.3983423,3,601
11800,6.11183317,616.8837497,1,210
11801,8.16482111,616.6068928,1,210
11802,6.4142318,616.3134847,2,277
11803,10.81864554,616.0396371,2,277
11804,13.01996611,615.860583,2,277
11805,17.2755825,615.755257,5,644
11806,4.78415354,575.7705045,3,758
11810,0.9543399,558.2623168,1,524
11811,6.743099,663.4859831,1,138
11817,8.10318472,651.5375027,1,134
11823,71.87030377,640.506863,5,687
11825,7.7073479,594.9578893,1,34
11841,1.69948721,760.0804421,1,77
11843,30.309135,603.883514,6,549
11845,2.48694487,711.117402,1,114
11847,2.01950267,718.3171852,1,114
11848,0.97180644,724.7240143,1,114
11850,1.91922055,739.206337,1,114
11853,4.05268144,680.9700963,1,48
11856,1.91922055,738.7594539,1,114
11857,2.02186673,729.9857995,1,114
11858,0.97180644,723.9521253,1,114
11859,2.48694487,717.2187857,1,114
11862,5.16259135,705.3350055,1,114
11863,5.16259135,705.5622087,1,114
11864,3.59050737,605.3821523,1,210
11865,10.91901159,600.8967701,1,210
11873,6.20092221,582.636254,1,69
11874,6.82389962,584.9820141,0,0
11878,13.18557326,676.967709,1,114
11879,10.46354704,681.0663944,1,114
11880,8.26886999,685.8015496,2,147
11881,8.26886999,690.2041757,2,147
11904,8.26886999,693.8755385,2,147
11905,7.66825983,695.7999947,1,114
11907,7.66825983,696.6636678,1,114
11908,8.26886999,693.1713591,2,147
11909,8.26886999,689.0516085,2,147
11910,10.46354704,684.2261738,1,114
11911,10.46354704,681.3823723,1,114
11912,13.18557326,676.3703602,1,114
11913,5.32390631,587.8619274,2,662
11923,5.301023,674.7332935,1,48
11937,2.11898223,597.5865249,1,154
11938,2.11898223,597.9747264,1,154
11939,4.38562756,596.8296825,1,154
11940,3.61817322,595.0105523,1,154
11949,3.53275572,592.8303045,1,154
11950,3.16293806,592.437589,1,154
11951,1.64967987,592.020799,1,154
11952,2.6947832,591.6446348,1,154
11954,4.62525215,591.516739,1,154
11955,1.64967987,592.0644341,1,154
11957,3.16293806,592.4616635,1,154
11960,5.301023,675.1621207,1,48
11962,5.301023,676.2289224,1,48
11963,4.05268144,676.6622636,1,48
11964,4.05268144,677.1708376,1,48
11970,7.85075297,737.6595497,1,48
11971,7.85075297,740.6959473,1,48
11972,7.85075297,743.5277116,1,48
11973,7.85075297,747.7873953,1,48
11974,5.82503692,751.0028471,2,54
11975,2.85900055,751.8860807,1,48
11976,2.34159362,754.5237442,1,24
12018,0.02000013,830.244098,1,114
12019,0.02000013,834.8498528,1,114
12020,0.02000013,841.6975463,1,114
12021,0.02000013,852.6348973,1,114
12022,0.02000013,866.9336518,1,114
12023,0.02000013,870.4620723,1,114
12024,0.02000013,875.2754697,1,114
12026,0.02000013,879.0476445,1,114
12029,0.02000013,886.2775209,1,114
12030,0.02000013,900.6048639,1,114
12031,0.02000013,906.5678192,1,114
12032,0.02000013,932.171061,1,114
12036,0.02000013,812.3326623,1,114
12037,0.02000013,815.0290074,1,114
12039,0.26575357,950.0313384,1,114
12040,5.37374721,998.5339536,2,125
12041,6.16559308,1000.730753,2,125
12042,6.16559308,1002.634144,2,125
12043,6.16559308,1004.322369,2,125
12044,6.85141376,1007.096956,2,125
12045,6.85141376,1011.442405,2,125
12046,2.83794241,988.9477845,1,114
12047,1.80096022,1029.689379,2,125
12048,1.80096022,1027.752886,2,125
12049,1.80096022,1025.622292,2,125
12050,3.1067976,976.6411957,2,125
12051,0.79654255,967.8931205,1,114
12053,0.53738339,956.8399109,1,114
12054,0.44268323,952.6313856,1,114
12055,0.26575357,949.6702208,1,114
12056,0.02000013,931.509012,1,114
12057,0.02000013,906.6866871,1,114
12058,0.02000013,899.98645,1,114
12059,0.02000013,886.2007834,1,114
12062,0.02000013,879.444874,1,114
12063,0.02000013,870.2785041,1,114
12064,0.02000013,866.6492717,1,114
12065,0.02000013,852.3490125,1,114
12067,0.02000013,812.8261897,1,114
12069,0.44268323,953.5206378,1,114
12070,0.53738339,956.0890871,1,114
12071,0.79654255,965.1320751,1,114
12072,0.79654255,967.9668487,1,114
12073,3.1067976,975.3426768,2,125
12074,3.1067976,979.3134664,1,114
12075,4.26192512,982.8569334,1,114
12076,3.57673798,985.52469,1,114
12077,2.83794241,987.9486923,1,114
12078,2.83794241,989.9423627,1,114
12079,2.89287286,992.6567637,1,114
12080,0.02000013,830.0891183,1,114
12081,6.85141376,1013.260031,2,125
12082,2.62329969,1015.700584,2,125
12083,2.62329969,1018.386397,2,125
12084,2.62329969,1020.831464,2,125
12085,1.79657347,1023.348755,2,125
12086,1.80096022,1025.54405,2,68
12087,1.79657347,1023.454081,2,125
12088,1.96938123,1020.301825,2,125
12089,2.62329969,1017.694255,2,125
12090,2.62329969,1015.176964,2,125
12091,6.85141376,1012.594972,2,125
12098,6.16559308,1004.227575,2,125
12099,4.26192512,984.2878621,1,114
12100,3.1067976,981.6125821,1,114
12101,3.1067976,978.8906578,2,125
12104,6.16559308,999.9152286,2,125
12105,5.37374721,998.106631,1,114
12106,2.02395525,995.0386356,1,114
12113,61.45709578,642.0717061,4,799
12143,1.80096022,1027.378226,2,125
12148,7.06355165,593.411102,1,62
12149,2.33612234,597.463143,1,62
12150,2.36144017,599.064098,1,62
12151,2.02597117,601.6686591,2,87
12152,2.02597117,603.8127952,2,87
12153,2.10641022,605.8215121,2,87
12154,1.4175145,616.5978648,1,62
12167,1.98541798,621.5331395,1,62
12168,2.98628447,625.1834371,1,62
12169,4.69649109,630.6317997,1,62
12170,2.98628447,624.8794964,1,62
12183,1.4175145,616.5632577,1,62
12184,1.65843916,613.645728,1,62
12185,2.30810334,610.5130323,1,62
12186,2.02597117,601.4775677,2,87
12187,2.54715513,596.7348891,1,62
12188,3.44340987,593.8293966,1,62
12191,9.68946138,296.2744668,2,514
12192,3.40037801,285.9480065,4,804
12193,3.40037801,285.8366619,5,840
12194,2.47647917,285.6816822,3,426
12196,3.869573,291.2233336,2,652
12197,3.869573,291.0939331,2,390
12198,1.14810422,291.1104843,1,128
12199,1.14810422,291.1736799,1,128
12200,1.14810422,291.2188196,1,128
12201,1.14810422,292.3834241,1,128
12202,1.14012782,293.313302,1,128
12203,1.43402059,294.5125136,1,128
12204,1.2458367,295.5732967,1,128
12205,1.2458367,297.1968215,1,128
12206,1.07509649,298.4983497,1,128
12208,1.07509649,301.2458532,1,128
12209,1.49413358,303.6563136,1,128
12210,1.82567466,305.180531,1,128
12213,1.21814099,306.623497,1,64
12214,1.21814099,307.026745,1,64
12215,1.21814099,307.3457323,1,64
12216,0.91956506,307.3577695,1,64
12217,0.91956506,306.509143,1,64
12218,0.91956506,304.5199866,1,64
12219,0.91956506,304.8148994,1,64
12220,0.90245124,304.3093347,1,64
12221,1.05055723,303.9753008,1,64
12222,1.05055723,303.4095498,1,64
12223,1.05055723,302.0704052,1,64
12224,1.05055723,301.4324307,1,64
12225,1.05055723,302.4811765,1,64
12226,6.14107724,301.6295407,3,231
12227,6.22685646,299.3063505,3,231
12228,6.55355252,296.7484337,5,645
12229,9.68946138,296.703294,2,728
12230,11.04984231,298.5750872,2,728
12231,11.76718051,301.2759463,2,664
12232,9.62950915,302.0162375,2,700
12233,9.62950915,302.8106964,3,764
12234,9.62950915,304.3258859,4,821
12235,9.62950915,304.8976555,3,785
12236,8.36325289,306.4895825,3,785
12237,7.93486427,309.692997,3,757
12238,7.93486427,311.2217284,3,721
12239,11.32388131,312.53078,2,728
12240,13.35072788,313.6427214,2,728
12241,13.35072788,315.1368457,2,728
12242,13.35072788,317.0146575,3,764
12243,12.46316387,322.7519143,2,664
12244,12.46316387,325.0645719,1,628
12245,8.51892086,327.4058181,1,628
12247,8.51892086,330.4301784,1,628
12248,5.95573754,332.9865905,2,664
12249,5.95573754,334.2640442,2,700
12250,5.95573754,336.558646,2,664
12251,5.74487054,338.7479218,2,664
12252,5.74487054,341.1975032,2,700
12253,5.74487054,342.8767003,2,664
12254,8.09718685,344.4490668,1,628
12255,5.04926847,345.7235112,1,628
12256,0.45972278,378.2256048,2,1152
12258,2.40651068,436.2060538,1,628
12260,2.6471131,439.7600534,1,628
12261,2.6471131,441.8078914,1,628
12262,2.6471131,444.6983374,2,655
12263,3.7993066,448.9279279,3,691
12264,3.7993066,450.8644213,3,718
12267,4.87408325,459.2709394,2,655
12268,8.44442601,460.561935,2,655
12270,6.14107724,300.8155213,3,291
12271,6.14107724,302.3939064,3,291
12272,2.4974769,303.8263398,2,234
12273,3.60165172,305.4649111,2,234
12274,3.60165172,307.9686602,2,234
12276,3.60165172,308.9602291,2,234
12277,3.60165172,310.4016904,4,351
12278,4.70582654,311.8416471,4,351
12280,3.72310756,316.021584,2,212
12281,1.30822089,321.3450601,1,112
12282,1.30822089,322.9294638,1,112
12283,3.04963311,323.8157067,1,112
12292,12.07995952,324.4551859,2,462
12295,7.29146342,325.0931604,1,200
12298,7.29146342,326.9724769,1,200
12299,1.59481435,328.9917264,1,200
12300,7.29146342,326.8265252,1,200
12301,7.29146342,325.7552094,1,200
12302,7.29146342,325.1473281,1,200
12310,44.27521138,231.5065106,2,303
12312,5.7027854,297.9626918,3,291
12316,1.30822089,323.8066788,1,112
12317,1.30822089,322.8421937,1,112
12318,1.30822089,321.3721439,1,112
12319,3.72310756,315.9779489,2,212
12322,3.60165172,310.4378022,4,351
12323,3.60165172,308.7420539,2,234
12324,3.60165172,307.1576502,2,234
12325,3.60165172,305.6695445,2,234
12326,2.4974769,303.8308538,2,234
12327,6.14107724,302.3141596,3,291
12328,5.7027854,299.2431549,3,291
12329,5.7027854,297.8077122,3,291
12330,8.13327118,296.1315244,3,776
12331,5.05724546,296.8477411,2,462
12332,5.05724546,298.1733438,2,462
12333,8.46311293,300.0195578,1,200
12334,8.36325289,302.4119623,2,514
12335,8.36325289,304.0099079,2,514
12340,9.67232232,316.7618752,2,724
12341,10.2720449,316.1374425,2,624
12342,9.67232232,316.4699717,2,462
12343,9.67232232,316.679119,2,462
12344,7.55540086,316.9755364,1,200
12347,1.81110267,322.4976273,1,200
12348,1.49413358,303.9722915,1,128
12349,1.07509649,301.8116042,1,128
12350,1.07509649,300.5702623,1,128
12352,1.07509649,298.4170982,1,128
12353,1.24228891,297.3186987,1,128
12354,1.43402059,295.216693,1,128
12355,1.43402059,294.5395974,1,128
12356,1.14012782,293.4035814,1,128
12357,1.14810422,292.3292564,1,128
12358,1.14810422,291.4324809,1,128
12359,1.14810422,291.2398848,1,128
12360,1.14810422,291.1977544,1,128
12361,3.73134539,291.1721753,1,128
12363,2.47647917,285.7824942,3,426
12364,3.40037801,285.9495112,5,840
12365,3.92183172,286.0909489,3,542
12366,6.55355252,297.0433465,5,645
12367,6.22685646,299.3168831,3,231
12368,6.14107724,301.7453993,3,231
12369,8.79803363,305.7387587,1,114
12370,8.79803363,306.4399288,1,114
12372,0.02000013,874.8586797,1,114
12373,0.02000013,834.4390814,1,114
12374,0.02000013,840.8128081,1,114
12376,5.04926847,351.5104216,1,628
12377,2.02010356,353.3114959,2,890
12378,2.02010356,355.1531959,3,926
12387,2.02010356,355.096019,3,926
12388,2.02010356,352.9970226,2,890
12389,5.04926847,351.3689838,1,628
12392,4.22169142,342.5953295,1,112
12393,4.22169142,341.1824566,1,112
12396,0.86955426,335.072045,1,112
12397,0.86955426,335.0058401,1,112
12398,3.49492596,334.957691,1,112
12402,6.27077222,332.2116922,1,114
12403,9.2198531,328.857812,1,114
12404,9.2198531,327.6856842,1,114
12405,13.79990896,325.8906286,1,114
12406,13.79990896,325.717593,1,114
12409,13.79990896,321.9980812,1,114
12413,1.10191697,303.2515609,1,64
12414,1.21814099,304.619294,1,64
12415,1.82567466,305.7643379,1,64
12416,1.82567466,305.7252168,1,128
12417,1.82567466,305.027056,1,128
12418,8.14074979,307.0854266,2,428
12419,9.62950915,307.0779033,2,428
12420,7.93486427,309.5560733,3,464
12421,12.11290449,312.2283439,4,564
12422,16.72336011,315.5431031,3,528
12423,16.72336011,317.1696372,3,528
12424,18.37996483,318.6201264,1,114
12425,18.37996483,319.8885522,3,464
12426,13.79990896,322.2568821,2,428
12427,13.79990896,324.0459192,1,114
12428,13.79990896,325.2315888,1,114
12429,13.79990896,325.8033585,1,114
12430,9.2198531,329.0925384,1,114
12431,9.2198531,331.6970995,1,114
12436,0.86955426,335.1141754,1,112
12437,0.86955426,335.1999408,1,112
12438,0.86955426,335.3142947,1,112
12443,4.22169142,341.5210044,1,112
12444,4.22169142,342.6269273,1,112
12447,18.37996483,319.7967681,1,114
12448,18.37996483,318.4651468,1,114
12449,16.72336011,316.9198641,2,214
12450,16.72336011,315.4573376,2,214
12451,16.72336011,313.2394733,2,214
12452,7.93486427,312.0237106,3,464
12453,7.93486427,310.1383755,3,464
12454,10.01830789,307.2449203,2,428
12455,8.14074979,307.1787154,2,428
12458,8.79803363,305.5326207,1,114
12460,8.75509374,465.2173435,1,628
12462,6.63152628,469.3220475,1,628
12466,4.72848094,477.4833065,2,664
12467,6.45599968,480.4911157,2,664
12468,5.41733165,480.9079056,2,645
12469,6.34152587,483.7441839,2,700
12472,9.89079753,489.120323,1,628
12473,20.85882081,492.5900618,2,664
12475,17.5415413,496.9926879,2,664
12476,20.7549262,499.2120568,2,700
12477,17.40412919,503.2791444,1,628
12478,17.40412919,505.749791,1,628
12479,17.40412919,507.7299195,1,628
12481,12.92193661,513.3167106,4,830
12483,13.35300476,520.4773728,3,874
12484,4.76158958,523.27453,3,491
12485,1.81110267,322.7774934,1,200
12486,1.6229018,323.3928981,1,200
12487,1.60894727,321.0847544,1,200
12488,1.60894727,319.6056767,1,200
12489,1.96689594,319.1121492,1,200
12494,0.94523579,312.0477851,1,200
12495,1.20463646,310.522063,1,200
12496,1.20463646,310.5957912,1,200
12497,2.12268922,311.0261231,1,200
12498,2.12268922,310.9960299,1,200
12499,2.12268922,312.0733643,1,200
12504,10.2720449,316.2517965,2,624
12510,8.36325289,302.5233069,2,514
12511,8.46311293,300.2121539,1,200
12512,5.05724546,297.9822524,2,462
12513,6.36826894,296.5633609,2,462
12514,6.27748479,579.9594693,2,838
12515,5.56321599,577.4557203,2,838
12516,2.31797555,571.8418454,2,838
12518,2.45934073,561.7440929,2,634
12519,2.45934073,559.1094387,2,634
12520,6.57190795,552.069149,1,628
12522,8.81706288,547.5461504,1,628
12527,9.83520579,528.6837715,4,676
12529,4.76158958,523.3527721,3,805
12533,12.92193661,513.0458724,4,794
12534,17.40412919,510.1779963,4,794
12535,17.40412919,507.5629026,1,628
12537,17.40412919,504.4813653,1,628
12538,17.40412919,501.2267924,2,664
12539,20.7549262,499.0435352,2,700
12541,20.85882081,493.1949339,2,664
12543,9.89079753,489.4994965,1,628
12544,8.03008578,485.7664428,2,664
12545,6.34152587,483.6644371,2,664
12546,6.22195428,480.7559353,2,645
12547,6.45599968,480.0577745,2,700
12548,4.72848094,477.3508967,2,664
12550,6.79977109,474.0541935,1,628
12551,6.63152628,470.1511135,1,628
12552,7.3569151,467.8745676,1,628
12558,8.44442601,460.6161027,1,628
12559,7.5855633,459.645599,2,655
12563,3.7993066,450.5845551,3,691
12564,3.7993066,449.2469152,3,691
12565,3.83384056,446.3594786,2,655
12566,2.6471131,443.7925339,2,655
12567,2.6471131,441.2917941,1,628
12568,2.6471131,439.5779899,1,628
12570,2.40651068,435.5906491,1,628
12571,2.40651068,434.2876163,1,628
12573,5.04926847,346.0771055,1,628
12574,8.09718685,344.4054317,2,664
12575,5.74487054,343.0452219,2,664
12576,5.74487054,340.7220316,2,700
12577,5.74487054,339.0217693,2,664
12578,5.95573754,336.3254242,2,664
12579,5.95573754,334.6492364,2,386
12580,5.95573754,332.958002,2,664
12581,8.51892086,331.418738,2,664
